last,first,pos,num,hits,oz_hits,nz_hits,dz_hits,p1_hits,p2_hits,p3_hits,ot_hits,5v5_hits,ev_hits,pp_hits,sh_hits,hits_taken,oz_hits_t,nz_hits_t,dz_hits_t,p1_hits_t,p2_hits_t,p3_hits_t,ot_hits_t,5v5_hits_t,ev_hits_t,pp_hits_t,sh_hits_t,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
BROWN,MIKE,R,13,56.0,43.0,4.0,9.0,25.0,19.0,12.0,0.0,56.0,56.0,0.0,0.0,16.0,2.0,0.0,14.0,8.0,5.0,3.0,0.0,15.0,15.0,1.0,0.0,56.0,0.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENRIQUE,ADAM,C,14,66.0,55.0,1.0,10.0,19.0,26.0,19.0,2.0,52.0,57.0,6.0,3.0,79.0,14.0,2.0,63.0,25.0,32.0,22.0,0.0,67.0,68.0,8.0,3.0,52.0,0.0,52.0,0.0,57.0,0.0,57.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0
GREENING,COLIN,C,14,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYQUIST,GUSTAV,C,14,58.0,46.0,0.0,12.0,14.0,28.0,15.0,1.0,51.0,54.0,4.0,0.0,74.0,14.0,0.0,60.0,22.0,32.0,20.0,0.0,61.0,64.0,10.0,0.0,51.0,0.0,51.0,0.0,54.0,0.0,54.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
VITALE,JOE,C,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBERLE,JORDAN,C,14,28.0,24.0,1.0,3.0,11.0,9.0,7.0,1.0,22.0,26.0,2.0,0.0,98.0,14.0,4.0,80.0,34.0,28.0,36.0,0.0,89.0,92.0,6.0,0.0,22.0,0.0,22.0,0.0,26.0,0.0,26.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GERBE,NATHAN,C,14,54.0,41.0,0.0,13.0,15.0,19.0,20.0,0.0,51.0,51.0,0.0,3.0,25.0,7.0,0.0,18.0,12.0,8.0,5.0,0.0,20.0,20.0,4.0,1.0,51.0,0.0,50.0,1.0,51.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
COUTURIER,SEAN,C,14,31.0,24.0,0.0,7.0,13.0,11.0,7.0,0.0,30.0,31.0,0.0,0.0,107.0,23.0,6.0,78.0,35.0,40.0,31.0,1.0,89.0,92.0,12.0,3.0,30.0,0.0,30.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKANEC,TOMAS,C,14,60.0,48.0,2.0,10.0,19.0,23.0,18.0,0.0,52.0,56.0,2.0,2.0,66.0,11.0,0.0,55.0,28.0,20.0,16.0,2.0,55.0,58.0,7.0,1.0,52.0,0.0,52.0,0.0,56.0,0.0,56.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
EKHOLM,MATTIAS,D,14,67.0,45.0,1.0,21.0,24.0,24.0,19.0,0.0,58.0,62.0,0.0,5.0,127.0,24.0,4.0,99.0,49.0,48.0,29.0,1.0,120.0,122.0,1.0,4.0,58.0,0.0,57.0,1.0,62.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
HICKEY,THOMAS,D,14,65.0,48.0,2.0,15.0,21.0,22.0,21.0,1.0,54.0,56.0,1.0,8.0,104.0,27.0,5.0,72.0,40.0,37.0,27.0,0.0,99.0,99.0,1.0,4.0,54.0,0.0,54.0,0.0,56.0,0.0,56.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
BURROWS,ALEXANDRE,L,14,81.0,69.0,3.0,9.0,28.0,23.0,30.0,0.0,69.0,73.0,6.0,2.0,76.0,17.0,1.0,58.0,32.0,23.0,21.0,0.0,67.0,68.0,4.0,4.0,69.0,0.0,69.0,0.0,73.0,0.0,73.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0
COMEAU,BLAKE,L,14,173.0,130.0,4.0,39.0,57.0,56.0,58.0,2.0,152.0,157.0,4.0,12.0,88.0,21.0,4.0,63.0,22.0,37.0,28.0,1.0,78.0,82.0,5.0,1.0,152.0,0.0,152.0,0.0,157.0,0.0,157.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,12.0,0.0
KUNITZ,CHRIS,L,14,264.0,216.0,2.0,46.0,88.0,90.0,84.0,2.0,232.0,245.0,13.0,6.0,125.0,25.0,0.0,100.0,39.0,47.0,38.0,1.0,104.0,108.0,16.0,1.0,232.0,0.0,232.0,0.0,245.0,0.0,245.0,0.0,13.0,0.0,13.0,0.0,6.0,0.0,6.0,0.0
BENN,JAMIE,L,14,156.0,124.0,3.0,29.0,63.0,45.0,48.0,0.0,139.0,144.0,2.0,10.0,94.0,15.0,2.0,77.0,32.0,34.0,28.0,0.0,82.0,84.0,8.0,2.0,139.0,0.0,138.0,1.0,144.0,0.0,143.0,1.0,2.0,0.0,2.0,0.0,10.0,0.0,10.0,0.0
PELUSO,ANTHONY,R,14,81.0,61.0,4.0,16.0,30.0,31.0,20.0,0.0,81.0,81.0,0.0,0.0,37.0,6.0,1.0,30.0,18.0,12.0,7.0,0.0,37.0,37.0,0.0,0.0,81.0,0.0,80.0,1.0,81.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNOLLY,BRETT,R,14,137.0,114.0,4.0,19.0,52.0,49.0,36.0,0.0,134.0,136.0,1.0,0.0,78.0,16.0,1.0,61.0,43.0,23.0,12.0,0.0,68.0,68.0,10.0,0.0,134.0,0.0,133.0,1.0,136.0,0.0,135.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FONTAINE,JUSTIN,R,14,9.0,6.0,0.0,3.0,3.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0,38.0,3.0,1.0,34.0,18.0,9.0,11.0,0.0,36.0,36.0,1.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMS,JUSTIN,R,14,32.0,28.0,1.0,3.0,17.0,9.0,6.0,0.0,30.0,31.0,1.0,0.0,130.0,27.0,3.0,100.0,49.0,49.0,31.0,1.0,121.0,124.0,3.0,3.0,29.0,1.0,29.0,1.0,30.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PANIK,RICHARD,R,14,54.0,44.0,1.0,9.0,16.0,18.0,20.0,0.0,53.0,53.0,1.0,0.0,43.0,10.0,1.0,32.0,20.0,13.0,10.0,0.0,42.0,42.0,1.0,0.0,53.0,0.0,53.0,0.0,53.0,0.0,53.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,19.0,15.0,0.0,4.0,8.0,3.0,8.0,0.0,19.0,19.0,0.0,0.0,13.0,2.0,1.0,10.0,7.0,2.0,4.0,0.0,12.0,12.0,1.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NESTRASIL,ANDREJ,C,15,27.0,17.0,0.0,10.0,8.0,11.0,8.0,0.0,27.0,27.0,0.0,0.0,69.0,11.0,3.0,55.0,26.0,23.0,20.0,0.0,66.0,67.0,2.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDREOFF,ANDY,C,15,82.0,63.0,4.0,15.0,38.0,33.0,11.0,0.0,81.0,81.0,1.0,0.0,51.0,9.0,2.0,40.0,15.0,20.0,16.0,0.0,51.0,51.0,0.0,0.0,81.0,0.0,81.0,0.0,81.0,0.0,81.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ANISIMOV,ARTEM,C,15,53.0,42.0,0.0,11.0,18.0,23.0,12.0,0.0,44.0,44.0,4.0,5.0,101.0,30.0,2.0,69.0,40.0,30.0,30.0,1.0,84.0,89.0,9.0,3.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0
GORDON,BOYD,C,15,21.0,15.0,1.0,5.0,8.0,11.0,2.0,0.0,19.0,19.0,0.0,2.0,58.0,17.0,1.0,40.0,26.0,15.0,17.0,0.0,55.0,55.0,0.0,3.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
SMITH,CRAIG,C,15,84.0,65.0,4.0,15.0,32.0,25.0,27.0,0.0,79.0,82.0,2.0,0.0,91.0,16.0,6.0,69.0,40.0,21.0,30.0,0.0,89.0,89.0,2.0,0.0,79.0,0.0,79.0,0.0,82.0,0.0,82.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
EICHEL,JACK,C,15,43.0,27.0,3.0,13.0,13.0,16.0,14.0,0.0,39.0,40.0,2.0,1.0,83.0,16.0,1.0,66.0,31.0,24.0,27.0,1.0,72.0,76.0,7.0,0.0,39.0,0.0,39.0,0.0,40.0,0.0,40.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
SHEAHAN,RILEY,C,15,72.0,56.0,0.0,16.0,23.0,25.0,24.0,0.0,66.0,66.0,3.0,3.0,91.0,13.0,2.0,76.0,34.0,26.0,31.0,0.0,86.0,86.0,5.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
FABBRI,ROBBY,C,15,51.0,33.0,1.0,17.0,19.0,20.0,12.0,0.0,46.0,46.0,5.0,0.0,74.0,14.0,2.0,58.0,25.0,20.0,29.0,0.0,68.0,69.0,5.0,0.0,45.0,1.0,45.0,1.0,45.0,1.0,45.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
GETZLAF,RYAN,C,15,108.0,91.0,2.0,15.0,42.0,35.0,30.0,1.0,95.0,97.0,7.0,4.0,90.0,21.0,1.0,68.0,37.0,23.0,28.0,2.0,74.0,79.0,9.0,2.0,95.0,0.0,94.0,1.0,97.0,0.0,96.0,1.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0
SMITH,ZACK,C,15,175.0,130.0,6.0,39.0,68.0,55.0,52.0,0.0,162.0,164.0,3.0,8.0,108.0,23.0,4.0,81.0,45.0,40.0,22.0,1.0,102.0,102.0,4.0,2.0,162.0,0.0,162.0,0.0,164.0,0.0,164.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0
SMID,LADISLAV,D,15,39.0,31.0,3.0,5.0,15.0,10.0,14.0,0.0,38.0,38.0,0.0,1.0,14.0,2.0,3.0,9.0,7.0,3.0,4.0,0.0,14.0,14.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
DEL ZOTTO,MICHAEL,D,15,140.0,110.0,2.0,28.0,67.0,36.0,36.0,1.0,122.0,129.0,0.0,11.0,74.0,22.0,0.0,52.0,25.0,23.0,25.0,1.0,66.0,70.0,1.0,3.0,122.0,0.0,122.0,0.0,129.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
NEMETH,PATRIK,D,15,58.0,49.0,0.0,9.0,20.0,18.0,20.0,0.0,53.0,54.0,0.0,4.0,85.0,17.0,3.0,65.0,38.0,26.0,21.0,0.0,84.0,85.0,0.0,0.0,53.0,0.0,53.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
GLASS,TANNER,L,15,224.0,154.0,11.0,59.0,101.0,75.0,48.0,0.0,221.0,221.0,0.0,3.0,77.0,13.0,3.0,61.0,23.0,30.0,24.0,0.0,77.0,77.0,0.0,0.0,221.0,0.0,221.0,0.0,221.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
FLEISCHMANN,TOMAS,L,15,30.0,20.0,0.0,10.0,12.0,10.0,8.0,0.0,26.0,28.0,0.0,2.0,64.0,12.0,1.0,51.0,27.0,19.0,17.0,1.0,57.0,58.0,4.0,2.0,26.0,0.0,26.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
CLUTTERBUCK,CAL,R,15,288.0,212.0,10.0,66.0,110.0,105.0,73.0,0.0,272.0,272.0,0.0,16.0,111.0,25.0,1.0,85.0,55.0,31.0,25.0,0.0,103.0,106.0,1.0,4.0,271.0,1.0,271.0,1.0,271.0,1.0,271.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
DORSETT,DEREK,R,15,127.0,100.0,2.0,25.0,56.0,39.0,32.0,0.0,122.0,126.0,0.0,1.0,86.0,19.0,2.0,65.0,34.0,28.0,24.0,0.0,82.0,83.0,0.0,3.0,122.0,0.0,122.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HALISCHUK,MATT,R,15,38.0,25.0,2.0,11.0,17.0,15.0,6.0,0.0,38.0,38.0,0.0,0.0,19.0,2.0,2.0,15.0,8.0,5.0,6.0,0.0,19.0,19.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,48.0,34.0,2.0,12.0,18.0,13.0,16.0,1.0,45.0,47.0,1.0,0.0,90.0,17.0,1.0,72.0,28.0,31.0,30.0,1.0,77.0,81.0,9.0,0.0,45.0,0.0,45.0,0.0,47.0,0.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RUUTU,TUOMO,R,15,63.0,49.0,1.0,13.0,25.0,22.0,16.0,0.0,60.0,60.0,1.0,2.0,40.0,8.0,0.0,32.0,17.0,12.0,11.0,0.0,40.0,40.0,0.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
BARKOV,ALEKSANDER,C,16,43.0,34.0,2.0,7.0,20.0,11.0,11.0,1.0,37.0,40.0,1.0,2.0,91.0,18.0,3.0,70.0,35.0,30.0,24.0,2.0,71.0,74.0,14.0,3.0,37.0,0.0,37.0,0.0,40.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
BASS,CODY,C,16,26.0,21.0,0.0,5.0,12.0,10.0,4.0,0.0,25.0,25.0,0.0,1.0,14.0,6.0,0.0,8.0,6.0,5.0,3.0,0.0,14.0,14.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BRASSARD,DERICK,C,16,103.0,72.0,2.0,29.0,35.0,29.0,38.0,1.0,98.0,100.0,3.0,0.0,68.0,8.0,2.0,58.0,28.0,18.0,22.0,0.0,64.0,64.0,4.0,0.0,97.0,1.0,97.0,1.0,99.0,1.0,99.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
LINDHOLM,ELIAS,C,16,112.0,85.0,6.0,21.0,39.0,41.0,31.0,1.0,95.0,100.0,9.0,3.0,101.0,14.0,1.0,86.0,34.0,33.0,33.0,1.0,88.0,91.0,7.0,3.0,95.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,9.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0
FEHR,ERIC,C,16,60.0,50.0,1.0,9.0,26.0,16.0,17.0,1.0,53.0,54.0,0.0,6.0,42.0,9.0,0.0,33.0,13.0,18.0,10.0,1.0,35.0,37.0,3.0,2.0,53.0,0.0,53.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
JOSEFSON,JACOB,C,16,67.0,55.0,2.0,10.0,28.0,17.0,22.0,0.0,63.0,63.0,3.0,1.0,90.0,20.0,3.0,67.0,37.0,26.0,26.0,1.0,74.0,78.0,8.0,4.0,63.0,0.0,63.0,0.0,63.0,0.0,63.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
DICKINSON,JASON,C,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,23.0,17.0,2.0,4.0,9.0,7.0,7.0,0.0,21.0,22.0,0.0,1.0,55.0,11.0,1.0,43.0,25.0,17.0,13.0,0.0,52.0,52.0,0.0,3.0,21.0,0.0,21.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
DOMI,MAX,C,16,34.0,28.0,0.0,6.0,17.0,12.0,5.0,0.0,32.0,32.0,2.0,0.0,83.0,12.0,4.0,67.0,39.0,25.0,19.0,0.0,70.0,71.0,11.0,1.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SPALING,NICK,C,16,65.0,50.0,1.0,14.0,22.0,21.0,20.0,2.0,60.0,62.0,0.0,3.0,54.0,8.0,1.0,45.0,22.0,11.0,20.0,1.0,46.0,49.0,0.0,5.0,60.0,0.0,60.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
GARBUTT,RYAN,C,16,69.0,54.0,1.0,14.0,26.0,24.0,19.0,0.0,58.0,59.0,1.0,9.0,43.0,10.0,1.0,32.0,20.0,11.0,12.0,0.0,40.0,41.0,0.0,2.0,58.0,0.0,58.0,0.0,59.0,0.0,59.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0
ZADOROV,NIKITA,D,16,53.0,33.0,4.0,16.0,23.0,15.0,15.0,0.0,48.0,51.0,0.0,2.0,19.0,4.0,2.0,13.0,6.0,7.0,6.0,0.0,17.0,18.0,0.0,1.0,48.0,0.0,48.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LADD,ANDREW,L,16,155.0,124.0,6.0,25.0,52.0,57.0,45.0,1.0,137.0,143.0,7.0,5.0,91.0,30.0,0.0,61.0,41.0,28.0,22.0,0.0,72.0,76.0,12.0,3.0,137.0,0.0,137.0,0.0,143.0,0.0,143.0,0.0,7.0,0.0,7.0,0.0,5.0,0.0,5.0,0.0
MACARTHUR,CLARKE,L,16,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,83.0,72.0,2.0,9.0,25.0,35.0,23.0,0.0,78.0,80.0,2.0,1.0,95.0,12.0,4.0,79.0,30.0,33.0,31.0,1.0,92.0,94.0,1.0,0.0,78.0,0.0,78.0,0.0,80.0,0.0,80.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
BROWN,CONNOR,R,16,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.0,8.0,6.0,1.0,3.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOORIS,JOSH,R,16,62.0,48.0,2.0,12.0,28.0,23.0,11.0,0.0,60.0,60.0,0.0,2.0,56.0,13.0,4.0,39.0,21.0,17.0,18.0,0.0,54.0,55.0,1.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
BERNIER,STEVE,R,16,42.0,35.0,2.0,5.0,14.0,18.0,10.0,0.0,41.0,42.0,0.0,0.0,25.0,7.0,0.0,18.0,7.0,6.0,12.0,0.0,25.0,25.0,0.0,0.0,41.0,0.0,41.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURCELL,TEDDY,R,16,27.0,20.0,1.0,6.0,10.0,8.0,9.0,0.0,24.0,25.0,2.0,0.0,55.0,12.0,1.0,42.0,23.0,14.0,18.0,0.0,52.0,52.0,3.0,0.0,24.0,0.0,24.0,0.0,25.0,0.0,25.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
KILLORN,ALEX,C,17,76.0,59.0,2.0,15.0,22.0,31.0,23.0,0.0,68.0,70.0,5.0,1.0,125.0,26.0,1.0,98.0,43.0,44.0,37.0,1.0,105.0,112.0,12.0,1.0,67.0,1.0,67.0,1.0,69.0,1.0,69.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
RICHARDS,BRAD,C,17,16.0,13.0,1.0,2.0,5.0,7.0,4.0,0.0,16.0,16.0,0.0,0.0,37.0,4.0,0.0,33.0,14.0,15.0,8.0,0.0,34.0,34.0,3.0,0.0,15.0,1.0,15.0,1.0,15.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBINSKY,BRANDON,C,17,235.0,180.0,9.0,46.0,102.0,79.0,53.0,1.0,220.0,225.0,5.0,5.0,68.0,20.0,1.0,47.0,23.0,27.0,17.0,1.0,62.0,63.0,5.0,0.0,220.0,0.0,219.0,1.0,225.0,0.0,224.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0
LEGWAND,DAVID,C,17,28.0,21.0,2.0,5.0,17.0,7.0,4.0,0.0,24.0,24.0,0.0,4.0,35.0,3.0,1.0,31.0,25.0,6.0,4.0,0.0,34.0,34.0,0.0,1.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MACKENZIE,DEREK,C,17,154.0,133.0,3.0,18.0,66.0,43.0,45.0,0.0,146.0,149.0,0.0,5.0,53.0,10.0,0.0,43.0,22.0,15.0,16.0,0.0,47.0,49.0,0.0,4.0,146.0,0.0,145.0,1.0,149.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
SHORE,DEVIN,C,17,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,26.0,20.0,0.0,6.0,12.0,6.0,8.0,0.0,24.0,25.0,1.0,0.0,34.0,7.0,2.0,25.0,12.0,10.0,12.0,0.0,30.0,32.0,2.0,0.0,24.0,0.0,24.0,0.0,25.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KESLER,RYAN,C,17,168.0,126.0,8.0,34.0,67.0,62.0,38.0,1.0,148.0,155.0,6.0,7.0,117.0,26.0,2.0,89.0,41.0,35.0,39.0,2.0,99.0,102.0,13.0,2.0,148.0,0.0,148.0,0.0,155.0,0.0,155.0,0.0,6.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0
MITCHELL,TORREY,C,17,67.0,57.0,2.0,8.0,28.0,18.0,20.0,1.0,62.0,65.0,0.0,2.0,100.0,23.0,2.0,75.0,42.0,32.0,26.0,0.0,98.0,98.0,1.0,1.0,62.0,0.0,62.0,0.0,65.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
STUART,BRAD,D,17,11.0,11.0,0.0,0.0,5.0,3.0,3.0,0.0,9.0,9.0,0.0,2.0,7.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LOWRY,ADAM,L,17,187.0,144.0,5.0,38.0,76.0,75.0,36.0,0.0,175.0,175.0,1.0,11.0,65.0,11.0,0.0,54.0,22.0,24.0,19.0,0.0,60.0,60.0,0.0,5.0,175.0,0.0,174.0,1.0,175.0,0.0,174.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0
MCCARTHY,JOHN,L,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,110.0,90.0,4.0,16.0,48.0,38.0,24.0,0.0,107.0,107.0,0.0,3.0,35.0,8.0,2.0,25.0,14.0,14.0,7.0,0.0,35.0,35.0,0.0,0.0,107.0,0.0,106.0,1.0,107.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
MARTIN,MATT,L,17,365.0,282.0,11.0,72.0,144.0,113.0,108.0,0.0,363.0,363.0,2.0,0.0,114.0,25.0,9.0,80.0,49.0,41.0,24.0,0.0,113.0,113.0,1.0,0.0,363.0,0.0,363.0,0.0,363.0,0.0,363.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LUCIC,MILAN,L,17,244.0,192.0,6.0,46.0,102.0,79.0,63.0,0.0,227.0,231.0,13.0,0.0,124.0,19.0,4.0,101.0,54.0,37.0,33.0,0.0,107.0,111.0,13.0,0.0,227.0,0.0,227.0,0.0,231.0,0.0,231.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
RUST,BRYAN,R,17,62.0,51.0,1.0,10.0,16.0,27.0,19.0,0.0,60.0,61.0,0.0,1.0,81.0,16.0,3.0,62.0,26.0,26.0,29.0,0.0,78.0,79.0,1.0,1.0,60.0,0.0,60.0,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
VRBATA,RADIM,R,17,15.0,13.0,1.0,1.0,4.0,4.0,6.0,1.0,14.0,15.0,0.0,0.0,29.0,6.0,0.0,23.0,8.0,12.0,9.0,0.0,27.0,27.0,2.0,0.0,14.0,0.0,14.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
