last,first,pos,num,pens,oz_pen,nz_pen,dz_pen,nozone_pen,p1_pen,p2_pen,p3_pen,ot_pen,5v5_pen,ev_pen,pp_pen,sh_pen,pen_mins,min_pen,dblmin_pen,maj_pen,mis_pen,gamemis_pen,match_pen,ps_pen,pen_drawn,oz_pen_dr,nz_pen_dr,nozone_pen_dr,dz_pen_dr,p1_pen_dr,p2_pen_dr,p3_pen_dr,ot_pen_dr,5v5_pen_dr,ev_pen_dr,pp_pen_dr,sh_pen_dr,pen_min_dr,min_pen_dr,dblmin_pen_dr,maj_pen_dr,mis_pen_dr,gamemis_pen_dr,match_pen_dr,ps_pen_dr
NESTRASIL,ANDREJ,C,15,4.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDREOFF,ANDY,C,15,18.0,4.0,3.0,1.0,10.0,9.0,7.0,2.0,0.0,5.0,18.0,0.0,0.0,76.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,17.0,1.0,4.0,10.0,2.0,5.0,9.0,3.0,0.0,11.0,17.0,0.0,0.0,66.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
ANISIMOV,ARTEM,C,15,6.0,1.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,4.0,5.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0,2.0,6.0,2.0,0.0,6.0,7.0,1.0,2.0,23.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
GORDON,BOYD,C,15,5.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,3.0,5.0,0.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
SMITH,CRAIG,C,15,19.0,1.0,3.0,1.0,14.0,6.0,8.0,5.0,0.0,14.0,18.0,1.0,0.0,40.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,9.0,1.0,5.0,6.0,2.0,0.0,11.0,12.0,1.0,0.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
EICHEL,JACK,C,15,11.0,1.0,0.0,2.0,8.0,3.0,5.0,3.0,0.0,9.0,10.0,1.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,3.0,19.0,2.0,4.0,13.0,9.0,2.0,18.0,26.0,2.0,0.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEAHAN,RILEY,C,15,6.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
FABBRI,ROBBY,C,15,11.0,0.0,2.0,0.0,9.0,3.0,5.0,3.0,0.0,8.0,11.0,0.0,0.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,11.0,1.0,4.0,8.0,6.0,0.0,17.0,18.0,0.0,0.0,39.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
GETZLAF,RYAN,C,15,23.0,2.0,3.0,2.0,16.0,5.0,12.0,6.0,0.0,14.0,20.0,2.0,1.0,55.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,3.0,3.0,9.0,3.0,3.0,10.0,5.0,0.0,8.0,15.0,0.0,3.0,47.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0
SMITH,ZACK,C,15,30.0,6.0,3.0,3.0,18.0,8.0,17.0,5.0,0.0,15.0,23.0,1.0,6.0,80.0,25.0,0.0,4.0,1.0,0.0,0.0,0.0,34.0,1.0,3.0,22.0,8.0,13.0,12.0,9.0,0.0,21.0,30.0,0.0,4.0,86.0,28.0,0.0,4.0,1.0,0.0,0.0,1.0
SMID,LADISLAV,D,15,3.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,8.0,0.0,2.0,0.0,6.0,3.0,3.0,1.0,1.0,5.0,7.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,4.0,0.0,3.0,1.0,2.0,2.0,5.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMETH,PATRIK,D,15,7.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,0.0,6.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASS,TANNER,L,15,20.0,1.0,2.0,1.0,16.0,11.0,6.0,3.0,0.0,11.0,20.0,0.0,0.0,66.0,13.0,0.0,6.0,0.0,1.0,0.0,0.0,20.0,2.0,2.0,16.0,0.0,11.0,6.0,3.0,0.0,15.0,20.0,0.0,0.0,55.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0
FLEISCHMANN,TOMAS,L,15,14.0,2.0,2.0,2.0,8.0,7.0,6.0,1.0,0.0,11.0,14.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,6.0,3.0,1.0,5.0,4.0,0.0,9.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
CLUTTERBUCK,CAL,R,15,11.0,1.0,0.0,1.0,9.0,4.0,3.0,4.0,0.0,8.0,11.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,13.0,3.0,5.0,8.0,6.0,0.0,12.0,15.0,0.0,4.0,49.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0
DORSETT,DEREK,R,15,48.0,1.0,10.0,6.0,31.0,17.0,16.0,15.0,0.0,27.0,45.0,1.0,2.0,177.0,31.0,0.0,11.0,6.0,0.0,0.0,0.0,45.0,3.0,10.0,32.0,0.0,14.0,18.0,13.0,0.0,31.0,42.0,1.0,2.0,147.0,31.0,0.0,11.0,3.0,0.0,0.0,0.0
HALISCHUK,MATT,R,15,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,30.0,3.0,3.0,0.0,24.0,4.0,10.0,16.0,0.0,14.0,27.0,3.0,0.0,68.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,3.0,0.0,17.0,1.0,4.0,8.0,9.0,0.0,16.0,19.0,2.0,0.0,42.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
RUUTU,TUOMO,R,15,4.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,4.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,17.0,0.0,9.0,4.0,5.0,0.0,16.0,17.0,1.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
BASS,CODY,C,16,4.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,21.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
BRASSARD,DERICK,C,16,15.0,1.0,1.0,0.0,13.0,2.0,6.0,7.0,0.0,11.0,15.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,9.0,1.0,3.0,5.0,4.0,1.0,8.0,12.0,1.0,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
LINDHOLM,ELIAS,C,16,12.0,1.0,1.0,4.0,6.0,3.0,7.0,2.0,0.0,9.0,11.0,0.0,1.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,15.0,0.0,4.0,8.0,4.0,0.0,11.0,15.0,0.0,1.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
FEHR,ERIC,C,16,8.0,1.0,0.0,2.0,5.0,0.0,4.0,4.0,0.0,3.0,5.0,1.0,2.0,19.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,6.0,2.0,5.0,2.0,6.0,0.0,9.0,12.0,0.0,1.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
JOSEFSON,JACOB,C,16,10.0,1.0,0.0,2.0,7.0,3.0,3.0,4.0,0.0,10.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,8.0,2.0,2.0,5.0,7.0,0.0,10.0,13.0,0.0,1.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
DICKINSON,JASON,C,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,9.0,1.0,0.0,0.0,8.0,3.0,4.0,2.0,0.0,7.0,8.0,0.0,1.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMI,MAX,C,16,26.0,5.0,2.0,3.0,16.0,4.0,15.0,7.0,0.0,14.0,20.0,6.0,0.0,72.0,21.0,0.0,4.0,0.0,1.0,0.0,0.0,33.0,5.0,7.0,19.0,2.0,11.0,16.0,6.0,0.0,20.0,28.0,4.0,1.0,89.0,27.0,0.0,5.0,0.0,1.0,0.0,0.0
SPALING,NICK,C,16,11.0,0.0,2.0,1.0,8.0,2.0,7.0,2.0,0.0,9.0,10.0,0.0,1.0,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
GARBUTT,RYAN,C,16,9.0,2.0,0.0,1.0,6.0,5.0,2.0,2.0,0.0,3.0,7.0,0.0,2.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,12.0,3.0,7.0,5.0,6.0,0.0,11.0,14.0,0.0,4.0,50.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0
ZADOROV,NIKITA,D,16,6.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,3.0,5.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LADD,ANDREW,L,16,18.0,1.0,0.0,4.0,13.0,5.0,8.0,5.0,0.0,10.0,18.0,0.0,0.0,45.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,3.0,3.0,12.0,1.0,6.0,7.0,6.0,0.0,12.0,19.0,0.0,0.0,45.0,15.0,0.0,3.0,0.0,0.0,0.0,1.0
MACARTHUR,CLARKE,L,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,10.0,0.0,1.0,0.0,9.0,3.0,6.0,1.0,0.0,9.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,20.0,3.0,6.0,11.0,7.0,0.0,15.0,21.0,1.0,2.0,57.0,21.0,0.0,1.0,0.0,1.0,0.0,1.0
BROWN,CONNOR,R,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JOORIS,JOSH,R,16,17.0,2.0,2.0,4.0,9.0,5.0,11.0,1.0,0.0,12.0,16.0,0.0,1.0,39.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,6.0,1.0,2.0,7.0,2.0,0.0,5.0,10.0,0.0,1.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
BERNIER,STEVE,R,16,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
PURCELL,TEDDY,R,16,5.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,1.0,3.0,2.0,0.0,3.0,4.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
KILLORN,ALEX,C,17,22.0,0.0,2.0,1.0,19.0,6.0,7.0,9.0,0.0,13.0,17.0,5.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,1.0,14.0,1.0,8.0,9.0,7.0,0.0,16.0,21.0,2.0,1.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHARDS,BRAD,C,17,4.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBINSKY,BRANDON,C,17,27.0,2.0,2.0,3.0,20.0,5.0,11.0,10.0,1.0,18.0,25.0,1.0,1.0,71.0,23.0,0.0,3.0,1.0,0.0,0.0,0.0,26.0,2.0,2.0,16.0,6.0,8.0,11.0,7.0,0.0,17.0,23.0,1.0,2.0,69.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0
LEGWAND,DAVID,C,17,7.0,1.0,1.0,0.0,5.0,2.0,1.0,4.0,0.0,6.0,6.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MACKENZIE,DEREK,C,17,12.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,0.0,8.0,12.0,0.0,0.0,36.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,6.0,4.0,4.0,4.0,8.0,0.0,10.0,13.0,0.0,3.0,44.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0
SHORE,DEVIN,C,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,4.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
KESLER,RYAN,C,17,32.0,3.0,3.0,6.0,20.0,13.0,11.0,8.0,0.0,19.0,27.0,1.0,4.0,78.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,4.0,3.0,20.0,5.0,13.0,11.0,8.0,0.0,20.0,26.0,1.0,5.0,70.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0
MITCHELL,TORREY,C,17,20.0,3.0,1.0,2.0,14.0,5.0,9.0,6.0,0.0,17.0,20.0,0.0,0.0,51.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,11.0,1.0,6.0,5.0,2.0,0.0,7.0,13.0,0.0,0.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
STUART,BRAD,D,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,17.0,1.0,4.0,3.0,9.0,8.0,6.0,3.0,0.0,13.0,17.0,0.0,0.0,53.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,3.0,10.0,1.0,4.0,6.0,4.0,0.0,10.0,13.0,0.0,1.0,37.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0
MCCARTHY,JOHN,L,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,6.0,2.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,2.0,6.0,0.0,0.0,31.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,2.0,10.0,1.0,6.0,5.0,2.0,0.0,12.0,12.0,0.0,1.0,31.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0
MARTIN,MATT,L,17,39.0,2.0,7.0,2.0,28.0,11.0,15.0,13.0,0.0,25.0,39.0,0.0,0.0,119.0,27.0,0.0,11.0,1.0,0.0,0.0,0.0,32.0,1.0,3.0,27.0,1.0,9.0,12.0,11.0,0.0,16.0,32.0,0.0,0.0,105.0,20.0,0.0,11.0,1.0,0.0,0.0,0.0
LUCIC,MILAN,L,17,27.0,4.0,3.0,0.0,20.0,10.0,8.0,9.0,0.0,16.0,22.0,5.0,0.0,79.0,22.0,0.0,3.0,0.0,1.0,1.0,0.0,15.0,0.0,3.0,12.0,0.0,5.0,7.0,3.0,0.0,10.0,12.0,3.0,0.0,39.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
RUST,BRYAN,R,17,6.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,8.0,3.0,3.0,5.0,5.0,0.0,11.0,13.0,0.0,0.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
VRBATA,RADIM,R,17,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,6.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DOWNIE,STEVE,R,17,13.0,1.0,1.0,4.0,7.0,1.0,7.0,5.0,0.0,7.0,11.0,2.0,0.0,53.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,0.0,8.0,9.0,0.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
SIMMONDS,WAYNE,R,17,42.0,4.0,4.0,4.0,30.0,14.0,8.0,19.0,1.0,21.0,37.0,4.0,1.0,147.0,31.0,0.0,5.0,4.0,1.0,1.0,0.0,37.0,7.0,4.0,24.0,2.0,11.0,13.0,13.0,0.0,17.0,36.0,1.0,0.0,105.0,28.0,1.0,7.0,0.0,1.0,0.0,0.0
O'NEILL,BRIAN,C,18,4.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LITTLE,BRYAN,C,18,6.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,11.0,0.0,8.0,2.0,3.0,0.0,10.0,12.0,0.0,1.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
STEPHENSON,CHANDLER,C,18,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCLEMENT,JAY,C,18,12.0,1.0,0.0,4.0,7.0,6.0,4.0,2.0,0.0,10.0,11.0,0.0,1.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,0.0,4.0,2.0,1.0,0.0,6.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDERSSON,JOAKIM,C,18,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
STAJAN,MATT,C,18,18.0,0.0,3.0,2.0,13.0,4.0,6.0,8.0,0.0,14.0,16.0,1.0,1.0,52.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,12.0,1.0,5.0,3.0,6.0,0.0,7.0,11.0,0.0,3.0,30.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
CARTER,RYAN,C,18,21.0,2.0,1.0,3.0,15.0,9.0,6.0,6.0,0.0,11.0,19.0,0.0,2.0,48.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,5.0,2.0,16.0,1.0,13.0,4.0,7.0,0.0,14.0,21.0,0.0,3.0,54.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0
STROME,RYAN,C,18,14.0,3.0,4.0,0.0,7.0,4.0,8.0,2.0,0.0,10.0,13.0,1.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,1.0,2.0,6.0,1.0,0.0,8.0,9.0,0.0,0.0,26.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
MATTHIAS,SHAWN,C,18,4.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAAL,MARC,D,18,18.0,1.0,1.0,2.0,14.0,7.0,4.0,7.0,0.0,15.0,16.0,0.0,2.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,3.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
NEAL,JAMES,L,18,31.0,0.0,1.0,4.0,26.0,6.0,11.0,13.0,1.0,19.0,29.0,2.0,0.0,65.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,4.0,3.0,19.0,2.0,11.0,8.0,9.0,0.0,21.0,27.0,1.0,0.0,59.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
MICHALEK,MILAN,L,18,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PALAT,ONDREJ,L,18,11.0,0.0,2.0,1.0,8.0,4.0,6.0,1.0,0.0,7.0,9.0,2.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,4.0,14.0,2.0,5.0,10.0,6.0,0.0,14.0,19.0,1.0,1.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
VIRTANEN,JAKE,R,18,13.0,1.0,4.0,1.0,7.0,6.0,6.0,1.0,0.0,8.0,13.0,0.0,0.0,45.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,14.0,1.0,3.0,9.0,1.0,8.0,6.0,0.0,0.0,10.0,13.0,0.0,1.0,34.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0
BROWN,MIKE,R,18,20.0,2.0,4.0,2.0,12.0,8.0,6.0,6.0,0.0,14.0,20.0,0.0,0.0,63.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,7.0,2.0,7.0,4.0,3.0,0.0,7.0,14.0,0.0,0.0,49.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
EAVES,PATRICK,R,18,12.0,0.0,1.0,1.0,10.0,3.0,5.0,4.0,0.0,10.0,10.0,2.0,0.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,13.0,0.0,5.0,2.0,7.0,0.0,10.0,12.0,2.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
