last,first,pos,num,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
HAMMOND,ANDREW,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIBEAU,ANTOINE,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHUDOBIN,ANTON,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BISHOP,BEN,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARD,CAM,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTTON,CARTER,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLEBUYCK,CONNOR,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCELHINNEY,CURTIS,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUNDQVIST,HENRIK,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERUBE,JEAN-FRANCOIS,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,JEREMY,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGHAMER,MAREK,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURRAY,MATTHEW,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUVIRTH,MICHAL,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENNA,MIKE,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPLEY,PHEONIX,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,RYAN,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCALE,ZACHARY,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORSBERG,ANTON,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEMI,ANTTI,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICKARD,CALVIN,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRICE,CAREY,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,CHAD,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACK,EDDIE,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDERSEN,FREDERIK,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARKS,GARRET,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREAU,JARED,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMO,KARRI,G,31,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JONES,MARTIN,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAVELEC,ONDREJ,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUDAJ,PETER,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUBAUER,PHILIPP,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEDGEWOOD,SCOTT,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLYNN,BRIAN,C,32,20.0,7.0,6.0,7.0,6.0,9.0,5.0,0.0,15.0,16.0,0.0,4.0
GAUDET,TYLER,C,32,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
BEAUCHEMIN,FRANCOIS,D,32,31.0,4.0,4.0,23.0,9.0,8.0,12.0,2.0,21.0,26.0,1.0,4.0
STREIT,MARK,D,32,14.0,3.0,1.0,10.0,1.0,7.0,5.0,1.0,11.0,13.0,1.0,0.0
ROZSIVAL,MICHAL,D,32,6.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0
STALOCK,ALEX,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAANTA,ANTTI,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIEDGER,CHRIS,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUICK,JONATHAN,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEHTONEN,KARI,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKSTROM,NIKLAS,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACHMAN,RICHARD,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIVO,JOSH,L,32,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
VERSTEEG,KRIS,R,32,37.0,12.0,13.0,12.0,14.0,12.0,11.0,0.0,33.0,33.0,4.0,0.0
WILSON,COLIN,C,33,24.0,10.0,8.0,6.0,10.0,8.0,6.0,0.0,24.0,24.0,0.0,0.0
RYAN,DEREK,C,33,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
SEDIN,HENRIK,C,33,23.0,15.0,3.0,5.0,3.0,12.0,7.0,1.0,19.0,21.0,1.0,1.0
GOLIGOSKI,ALEX,D,33,18.0,1.0,3.0,14.0,5.0,9.0,4.0,0.0,12.0,12.0,0.0,6.0
BYFUGLIEN,DUSTIN,D,33,73.0,10.0,29.0,34.0,23.0,32.0,17.0,1.0,51.0,58.0,1.0,14.0
NAKLADAL,JAKUB,D,33,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
MITCHELL,WILLIE,D,33,6.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,5.0,6.0,0.0,0.0
CHARA,ZDENO,D,33,23.0,3.0,2.0,18.0,4.0,11.0,8.0,0.0,19.0,19.0,0.0,4.0
TALBOT,CAM,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIBSON,CHRISTOPHER,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KASDORF,JASON,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARLING,SCOTT,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANNIKAINEN,MARKUS,L,33,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SILFVERBERG,JAKOB,R,33,44.0,16.0,13.0,15.0,15.0,9.0,19.0,1.0,31.0,36.0,0.0,8.0
CARON,JORDAN,R,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCOBELLO,MARK,R,33,9.0,5.0,1.0,3.0,5.0,2.0,2.0,0.0,9.0,9.0,0.0,0.0
SODERBERG,CARL,C,34,32.0,12.0,5.0,15.0,13.0,13.0,6.0,0.0,26.0,26.0,1.0,5.0
NELSON,CASEY,D,34,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
DAHLBECK,KLAS,D,34,10.0,1.0,1.0,8.0,5.0,3.0,2.0,0.0,7.0,7.0,0.0,3.0
ALLEN,JAKE,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REIMER,JAMES,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANNATA,JOE,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTCHINSON,MICHAEL,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRAZEK,PETR,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKAC,JIRI,L,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DI GIUSEPPE,PHILLIP,L,34,17.0,7.0,6.0,4.0,5.0,7.0,5.0,0.0,16.0,17.0,0.0,0.0
ANDERSON,JOSH,R,34,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
MCCARRON,MICHAEL,R,34,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
KUHNHACKL,TOM,R,34,5.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0
MONTOYA,AL,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDGREN,CHARLIE,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,CORY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUEMPER,DARCY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOKARSKI,DUSTIN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOWARD,JIMMY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIN,KEVIN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULLMARK,LINUS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMINGUE,LOUIS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINNE,PEKKA,G,35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
WILL,ROMAN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASON,STEVE,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'BRIEN,JIM,C,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCCARELLO,MATS,C,36,59.0,26.0,15.0,18.0,19.0,21.0,19.0,0.0,52.0,56.0,3.0,0.0
BROWN,PATRICK,C,36,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
RINALDO,ZAC,C,36,8.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,8.0,8.0,0.0,0.0
LERNOUT,BRETT,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORRISSEY,JOSHUA,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALIOTTA,MICHAEL,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRINGTON,SCOTT,D,36,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
GIBSON,JOHN,G,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULTON,ERIC,L,36,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SEKAC,JIRI,L,36,6.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0
JOKINEN,JUSSI,L,36,31.0,12.0,10.0,9.0,8.0,10.0,11.0,2.0,20.0,25.0,1.0,5.0
KERANEN,MICHAEL,L,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAGNER,CHRIS,R,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCDONALD,COLIN,R,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSEN,JANNIK,R,36,25.0,11.0,8.0,6.0,9.0,7.0,8.0,1.0,17.0,18.0,0.0,7.0
BROUWER,TROY,R,36,40.0,18.0,11.0,11.0,19.0,7.0,12.0,2.0,32.0,35.0,1.0,4.0
JEFFREY,DUSTIN,C,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGERON,PATRICE,C,37,67.0,29.0,18.0,20.0,28.0,23.0,16.0,0.0,51.0,51.0,4.0,12.0
ZACHA,PAVEL,C,37,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
REGNER,BRENT,D,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRAIT,BRIAN,D,37,9.0,0.0,2.0,7.0,4.0,2.0,3.0,0.0,7.0,8.0,0.0,1.0
ZATKOFF,JEFF,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTIO,JONI,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RITCHIE,NICK,L,37,8.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0
KAPANEN,KASPERI,R,37,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
JENNER,BOONE,C,38,39.0,17.0,10.0,12.0,13.0,17.0,9.0,0.0,35.0,36.0,0.0,3.0
KEARNS,BRACKEN,C,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENING,COLIN,C,38,10.0,4.0,3.0,3.0,7.0,2.0,1.0,0.0,10.0,10.0,0.0,0.0
HALEY,MICHEAL,C,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAGNANI,MARC-ANDRE,D,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
SANTINI,STEVEN,D,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMAS,CHRISTIAN,L,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIDDLER,VERNON,L,38,24.0,7.0,3.0,14.0,9.0,7.0,8.0,0.0,16.0,16.0,0.0,8.0
ARVIDSSON,VIKTOR,L,38,15.0,6.0,4.0,5.0,5.0,6.0,4.0,0.0,15.0,15.0,0.0,0.0
HARTMAN,RYAN,R,38,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
COUTURE,LOGAN,C,39,39.0,21.0,6.0,12.0,11.0,15.0,13.0,0.0,31.0,31.0,7.0,1.0
CHAPUT,MICHAEL,C,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYLANDER,WILLIAM,C,39,16.0,6.0,3.0,7.0,4.0,7.0,5.0,0.0,15.0,15.0,1.0,0.0
PROSSER,NATE,D,39,5.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0
HELGESON,SETH,D,39,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ENSTROM,TOBY,D,39,9.0,2.0,0.0,7.0,3.0,4.0,2.0,0.0,5.0,6.0,1.0,2.0
NILSSON,ANDERS,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZANEC,MAREK,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDON,MIKE,G,39,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BELESKEY,MATT,L,39,27.0,14.0,6.0,7.0,9.0,9.0,9.0,0.0,24.0,25.0,2.0,0.0
MANTHA,ANTHONY,R,39,4.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
BAUN,KYLE,R,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DILLON,BRENDEN,D,4,12.0,1.0,2.0,9.0,7.0,3.0,2.0,0.0,10.0,10.0,0.0,2.0
FOWLER,CAM,D,4,17.0,0.0,2.0,15.0,6.0,4.0,7.0,0.0,13.0,14.0,0.0,3.0
GUNNARSSON,CARL,D,4,14.0,0.0,1.0,13.0,4.0,5.0,5.0,0.0,9.0,11.0,0.0,3.0
OLSEN,DYLAN,D,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,4,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
DEMERS,JASON,D,4,28.0,6.0,2.0,20.0,13.0,6.0,9.0,0.0,23.0,26.0,0.0,2.0
GORGES,JOSH,D,4,13.0,3.0,2.0,8.0,6.0,5.0,2.0,0.0,13.0,13.0,0.0,0.0
SCHULTZ,JUSTIN,D,4,5.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0
CONNAUTON,KEVIN,D,4,4.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0
RUSSELL,KRIS,D,4,19.0,3.0,2.0,14.0,7.0,6.0,6.0,0.0,15.0,16.0,1.0,2.0
REILLY,MIKE,D,4,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
HJALMARSSON,NIKLAS,D,4,31.0,2.0,3.0,26.0,11.0,13.0,6.0,1.0,24.0,26.0,0.0,5.0
POSTMA,PAUL,D,4,4.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
SCUDERI,ROB,D,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ELLIS,RYAN,D,4,24.0,6.0,7.0,11.0,8.0,7.0,9.0,0.0,15.0,15.0,2.0,7.0
CHORNEY,TAYLOR,D,4,8.0,1.0,1.0,6.0,1.0,4.0,3.0,0.0,8.0,8.0,0.0,0.0
BARRIE,TYSON,D,4,29.0,5.0,4.0,20.0,12.0,10.0,7.0,0.0,26.0,26.0,3.0,0.0
MICHALEK,ZBYNEK,D,4,21.0,0.0,2.0,19.0,6.0,9.0,6.0,0.0,13.0,13.0,0.0,8.0
HALL,TAYLOR,L,4,64.0,30.0,15.0,19.0,22.0,22.0,19.0,1.0,60.0,62.0,2.0,0.0
SUNDQVIST,OSKAR,C,40,6.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0
CARPENTER,RYAN,C,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECAVALIER,VINCENT,C,40,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
SCRIVENS,BEN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTSHULLER,DANIEL,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBNYK,DEVAN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOENFELD,NATHAN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEHNER,ROBIN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASK,TUUKKA,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANIS,YANN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANGUAY,ALEX,L,40,27.0,11.0,8.0,8.0,10.0,9.0,7.0,1.0,24.0,25.0,1.0,1.0
ZETTERBERG,HENRIK,L,40,29.0,16.0,4.0,9.0,7.0,11.0,9.0,2.0,24.0,28.0,1.0,0.0
ZALEWSKI,MICHAEL,L,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLL,JARED,R,40,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
ARMIA,JOEL,R,40,23.0,13.0,4.0,6.0,7.0,8.0,8.0,0.0,20.0,20.0,1.0,2.0
GRABNER,MICHAEL,R,40,66.0,15.0,11.0,40.0,23.0,24.0,16.0,3.0,38.0,44.0,0.0,22.0
WENNBERG,ALEXANDER,C,41,42.0,18.0,10.0,14.0,15.0,11.0,16.0,0.0,38.0,40.0,1.0,1.0
MCKEGG,GREG,C,41,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0
KEMPPAINEN,JOONAS,C,41,28.0,6.0,11.0,11.0,9.0,13.0,6.0,0.0,21.0,21.0,0.0,7.0
GLENDENING,LUKE,C,41,20.0,12.0,3.0,5.0,6.0,7.0,7.0,0.0,13.0,14.0,0.0,6.0
MCNEILL,MARK,C,41,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
BODNARCHUK,ANDREW,D,41,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MUELLER,MIRCO,D,41,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
BORTUZZO,ROBERT,D,41,5.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0
ANDERSON,CRAIG,G,41,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
HALAK,JAROSLAV,G,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,MIKE,G,41,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ZOLNIERCZYK,HARRY,L,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYRON,PAUL,L,41,23.0,5.0,6.0,12.0,8.0,4.0,11.0,0.0,12.0,14.0,1.0,8.0
KENINS,RONALDS,L,41,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
SPRONG,DANIEL,R,41,4.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0
SOSHNIKOV,NIKITA,R,41,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
NORDSTROM,JOAKIM,C,42,26.0,6.0,10.0,10.0,6.0,9.0,11.0,0.0,20.0,20.0,0.0,6.0
MARCHESSAULT,JONATHAN,C,42,5.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0
HOWDEN,QUINTON,C,42,9.0,6.0,3.0,0.0,5.0,2.0,2.0,0.0,9.0,9.0,0.0,0.0
BOZAK,TYLER,C,42,33.0,15.0,5.0,13.0,13.0,9.0,9.0,2.0,25.0,28.0,3.0,2.0
MANSON,JOSH,D,42,18.0,0.0,3.0,15.0,8.0,1.0,9.0,0.0,13.0,15.0,0.0,3.0
MAYFIELD,SCOTT,D,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLEPYSHEV,ANTON,L,42,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
SELLECK,ERIC,L,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKES,DAVID,R,42,39.0,13.0,9.0,17.0,9.0,15.0,14.0,1.0,26.0,27.0,0.0,12.0
WARD,JOEL,R,42,41.0,19.0,3.0,19.0,11.0,18.0,12.0,0.0,33.0,33.0,0.0,8.0
ANDRIGHETTO,SVEN,R,42,9.0,2.0,4.0,3.0,4.0,2.0,3.0,0.0,7.0,7.0,2.0,0.0
CATENACCI,DANIEL,C,43,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
HELM,DARREN,C,43,22.0,10.0,2.0,10.0,5.0,10.0,7.0,0.0,15.0,16.0,0.0,6.0
KADRI,NAZEM,C,43,47.0,17.0,9.0,21.0,15.0,17.0,15.0,0.0,44.0,45.0,1.0,1.0
DZINGEL,RYAN,C,43,6.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0
SVEDBERG,VIKTOR,D,43,7.0,0.0,1.0,6.0,1.0,4.0,2.0,0.0,5.0,5.0,0.0,2.0
SHEARY,CONOR,L,43,7.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0
CARR,DANIEL,L,43,7.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
FRIBERG,MAX,L,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
