last,first,pos,num,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
DEMELO,DYLAN,D,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAVIN,JACCOB,D,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLSON,JOHN,D,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOROWIECKI,MARK,D,74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
KING,DWIGHT,L,74,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0
REAVES,RYAN,R,75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
KHOKHLACHEV,ALEX,C,76,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
VANDEVELDE,CHRIS,C,76,6.0,15.0,5.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,5.0,7.0,3.0,5.0,5.0,5.0,0.0,8.0,8.0,7.0,0.0
DAUPHIN,LAURENT,C,76,32.0,41.0,4.0,14.0,14.0,13.0,14.0,5.0,0.0,28.0,28.0,2.0,2.0,12.0,18.0,11.0,15.0,14.0,12.0,0.0,35.0,39.0,1.0,1.0
SKJEI,BRADY,D,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBBAN,P.K.,D,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE LEO,CHASE,C,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARTER,JEFF,C,77,598.0,630.0,174.0,174.0,250.0,206.0,191.0,196.0,5.0,454.0,487.0,44.0,67.0,185.0,194.0,251.0,216.0,207.0,201.0,6.0,484.0,519.0,65.0,46.0
SGARBOSSA,MICHAEL,C,77,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
KLEFBOM,OSCAR,D,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GILBERT,TOM,D,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEDMAN,VICTOR,D,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSHIE,T.J.,R,77,138.0,124.0,36.0,14.0,88.0,47.0,44.0,43.0,4.0,13.0,25.0,27.0,86.0,32.0,10.0,82.0,41.0,46.0,35.0,2.0,16.0,20.0,26.0,78.0
BELLEMARE,PIERRE-EDOUARD,L,78,272.0,307.0,102.0,86.0,84.0,87.0,105.0,77.0,3.0,204.0,211.0,57.0,4.0,140.0,102.0,65.0,105.0,109.0,86.0,7.0,198.0,208.0,96.0,3.0
MARKOV,ANDREI,D,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERLAND,MICHEAL,L,79,7.0,5.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0
COLBORNE,JOE,C,8,85.0,70.0,17.0,13.0,55.0,27.0,37.0,20.0,1.0,49.0,51.0,3.0,31.0,15.0,15.0,40.0,19.0,29.0,22.0,0.0,39.0,44.0,1.0,25.0
PAVELSKI,JOE,C,8,516.0,422.0,128.0,140.0,248.0,157.0,183.0,166.0,10.0,330.0,367.0,24.0,125.0,131.0,90.0,201.0,137.0,146.0,133.0,6.0,289.0,317.0,22.0,83.0
RIEDER,TOBIAS,C,8,10.0,19.0,1.0,2.0,7.0,2.0,2.0,6.0,0.0,4.0,5.0,0.0,5.0,2.0,4.0,13.0,5.0,9.0,5.0,0.0,14.0,16.0,1.0,2.0
DUMOULIN,BRIAN,D,8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANEV,CHRISTOPHER,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRICK,CONNOR,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHLEMKO,DAVID,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOUGHTY,DREW,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REINHART,GRIFFIN,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TROUBA,JACOB,D,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
KLEIN,KEVIN,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANBERG,PETTER,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVECHKIN,ALEX,L,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABDELKADER,JUSTIN,L,8,5.0,9.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,6.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0
SKILLE,JACK,R,8,4.0,15.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,3.0,7.0,5.0,7.0,3.0,0.0,13.0,13.0,2.0,0.0
TENNYSON,MATT,D,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHESSAULT,JONATHAN,C,81,14.0,14.0,2.0,3.0,9.0,2.0,6.0,6.0,0.0,11.0,11.0,0.0,3.0,5.0,3.0,6.0,3.0,3.0,8.0,0.0,7.0,7.0,0.0,7.0
ELLER,LARS,C,81,207.0,202.0,79.0,60.0,68.0,64.0,72.0,64.0,7.0,152.0,162.0,30.0,15.0,79.0,60.0,63.0,54.0,83.0,65.0,0.0,137.0,144.0,37.0,21.0
KESSEL,PHIL,C,81,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
HOSSA,MARIAN,R,81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
MEDVEDEV,EVGENY,D,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OESTERLE,JORDAN,D,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLIGNO,MARCUS,L,82,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
GOLDOBIN,NIKOLAY,R,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEAGLE,JAY,C,83,370.0,267.0,170.0,112.0,88.0,114.0,131.0,124.0,1.0,279.0,290.0,73.0,7.0,123.0,91.0,53.0,79.0,88.0,96.0,4.0,194.0,208.0,57.0,2.0
NIETO,MATT,L,83,2.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0
NOSEK,TOMAS,L,83,4.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0
HEMSKY,ALES,R,83,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
SISSONS,COLTON,C,84,82.0,57.0,29.0,29.0,24.0,29.0,25.0,28.0,0.0,75.0,76.0,4.0,2.0,19.0,21.0,17.0,20.0,17.0,20.0,0.0,49.0,50.0,6.0,1.0
GRABOVSKI,MIKHAIL,C,84,221.0,242.0,75.0,88.0,58.0,75.0,82.0,61.0,3.0,199.0,211.0,0.0,10.0,79.0,96.0,67.0,88.0,84.0,70.0,0.0,213.0,221.0,3.0,18.0
VARONE,PHILIP,C,84,6.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0
PERREAULT,MATHIEU,C,85,94.0,109.0,26.0,24.0,44.0,41.0,30.0,22.0,1.0,72.0,80.0,0.0,14.0,20.0,22.0,67.0,39.0,29.0,38.0,3.0,77.0,84.0,1.0,24.0
ELLIS,MORGAN,D,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,KEVAN,D,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIKITIN,NIKITA,D,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRICKLEY,CONNOR,L,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULEMIN,NIKOLAY,L,86,23.0,36.0,5.0,6.0,12.0,8.0,11.0,3.0,1.0,22.0,23.0,0.0,0.0,11.0,12.0,13.0,7.0,11.0,17.0,1.0,34.0,35.0,1.0,0.0
TERAVAINEN,TEUVO,L,86,125.0,184.0,38.0,43.0,44.0,39.0,30.0,55.0,1.0,94.0,104.0,12.0,9.0,61.0,66.0,57.0,47.0,68.0,67.0,2.0,142.0,155.0,15.0,14.0
KUCHEROV,NIKITA,R,86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CROSBY,SIDNEY,C,87,986.0,921.0,237.0,277.0,472.0,311.0,341.0,319.0,15.0,713.0,770.0,20.0,196.0,246.0,305.0,370.0,292.0,301.0,306.0,22.0,659.0,725.0,30.0,166.0
DAVIDSON,BRANDON,D,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURNS,BRENT,D,88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHMIDT,NATE,D,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRYAMKIN,NIKITA,D,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VASILEVSKIY,ANDREI,G,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,JAMIE,L,88,4.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
PASTRNAK,DAVID,R,88,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0
KANE,PATRICK,R,88,11.0,40.0,0.0,0.0,11.0,3.0,3.0,5.0,0.0,7.0,7.0,0.0,4.0,0.0,4.0,36.0,14.0,21.0,5.0,0.0,23.0,24.0,0.0,16.0
GOODROW,BARCLAY,C,89,4.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
GAGNER,SAM,C,89,34.0,63.0,9.0,9.0,16.0,10.0,7.0,17.0,0.0,26.0,29.0,0.0,5.0,22.0,19.0,22.0,19.0,23.0,20.0,1.0,50.0,55.0,0.0,8.0
NESTEROV,NIKITA,D,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSTON,RYAN,D,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCORMICK,MAX,L,89,39.0,37.0,10.0,14.0,15.0,18.0,9.0,12.0,0.0,39.0,39.0,0.0,0.0,9.0,23.0,5.0,13.0,16.0,8.0,0.0,36.0,36.0,1.0,0.0
BOEDKER,MIKKEL,L,89,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
COPP,ANDREW,C,9,224.0,262.0,78.0,75.0,71.0,86.0,74.0,64.0,0.0,199.0,201.0,19.0,4.0,106.0,95.0,61.0,76.0,103.0,83.0,0.0,224.0,224.0,34.0,4.0
ZUBRUS,DAINIUS,C,9,15.0,12.0,1.0,6.0,8.0,7.0,5.0,3.0,0.0,15.0,15.0,0.0,0.0,6.0,4.0,2.0,2.0,9.0,1.0,0.0,10.0,10.0,2.0,0.0
CAMPBELL,GREGORY,C,9,229.0,253.0,74.0,102.0,53.0,72.0,88.0,69.0,0.0,187.0,188.0,40.0,1.0,121.0,85.0,47.0,87.0,90.0,76.0,0.0,196.0,197.0,55.0,1.0
TLUSTY,JIRI,C,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUCHENE,MATT,C,9,428.0,311.0,116.0,97.0,215.0,135.0,144.0,147.0,2.0,285.0,319.0,12.0,97.0,85.0,90.0,136.0,85.0,102.0,121.0,3.0,219.0,241.0,9.0,61.0
KOIVU,MIKKO,C,9,987.0,771.0,270.0,299.0,418.0,296.0,331.0,343.0,17.0,675.0,733.0,64.0,190.0,227.0,250.0,294.0,239.0,248.0,279.0,5.0,515.0,572.0,81.0,118.0
OTT,STEVE,C,9,39.0,31.0,27.0,6.0,6.0,12.0,16.0,11.0,0.0,31.0,31.0,8.0,0.0,18.0,4.0,9.0,11.0,9.0,11.0,0.0,22.0,23.0,8.0,0.0
JOHNSON,TYLER,C,9,479.0,507.0,111.0,168.0,200.0,167.0,161.0,147.0,4.0,360.0,393.0,12.0,74.0,141.0,184.0,182.0,165.0,171.0,166.0,5.0,376.0,411.0,32.0,64.0
ORLOV,DMITRY,D,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUST,BRANDON,L,9,6.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0
KANE,EVANDER,L,9,62.0,62.0,1.0,6.0,55.0,22.0,14.0,24.0,2.0,35.0,41.0,1.0,20.0,5.0,5.0,52.0,15.0,23.0,23.0,1.0,36.0,41.0,1.0,20.0
FORSBERG,FILIP,L,9,2.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0
MICHALEK,MILAN,L,9,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
DUPUIS,PASCAL,L,9,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TIKHONOV,VIKTOR,R,9,45.0,70.0,7.0,15.0,23.0,18.0,12.0,15.0,0.0,39.0,39.0,0.0,6.0,17.0,24.0,29.0,21.0,22.0,27.0,0.0,56.0,57.0,0.0,13.0
SPEZZA,JASON,C,90,538.0,443.0,117.0,165.0,256.0,180.0,186.0,171.0,1.0,399.0,419.0,8.0,111.0,123.0,124.0,196.0,145.0,158.0,137.0,3.0,346.0,364.0,8.0,71.0
O'REILLY,RYAN,C,90,1024.0,788.0,363.0,282.0,379.0,306.0,354.0,349.0,15.0,661.0,718.0,126.0,180.0,322.0,206.0,260.0,244.0,257.0,278.0,9.0,503.0,554.0,119.0,115.0
NAMESTNIKOV,VLADISLAV,C,90,175.0,216.0,41.0,78.0,56.0,51.0,64.0,59.0,1.0,151.0,158.0,0.0,17.0,48.0,94.0,74.0,76.0,77.0,62.0,1.0,182.0,192.0,3.0,21.0
JOHANSSON,MARCUS,L,90,128.0,150.0,33.0,53.0,42.0,43.0,46.0,39.0,0.0,122.0,126.0,0.0,2.0,40.0,56.0,54.0,49.0,46.0,49.0,6.0,141.0,149.0,1.0,0.0
CHIASSON,ALEX,R,90,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
MCCANN,JARED,C,91,181.0,341.0,43.0,79.0,59.0,60.0,56.0,63.0,2.0,170.0,179.0,0.0,2.0,98.0,132.0,111.0,107.0,124.0,107.0,3.0,313.0,327.0,3.0,11.0
TAVARES,JOHN,C,91,741.0,629.0,141.0,212.0,388.0,240.0,248.0,240.0,13.0,549.0,600.0,5.0,136.0,133.0,200.0,296.0,204.0,212.0,202.0,11.0,469.0,512.0,5.0,112.0
STAMKOS,STEVEN,C,91,463.0,464.0,157.0,114.0,192.0,129.0,171.0,157.0,6.0,368.0,394.0,35.0,34.0,162.0,143.0,159.0,151.0,158.0,150.0,5.0,368.0,393.0,43.0,28.0
SEGUIN,TYLER,C,91,470.0,376.0,112.0,214.0,144.0,145.0,161.0,153.0,11.0,411.0,447.0,1.0,22.0,84.0,168.0,124.0,118.0,119.0,132.0,7.0,329.0,352.0,1.0,23.0
TARASENKO,VLADIMIR,R,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
KUZNETSOV,EVGENY,C,92,543.0,594.0,154.0,195.0,194.0,168.0,204.0,160.0,11.0,459.0,497.0,1.0,45.0,162.0,203.0,229.0,175.0,210.0,193.0,16.0,504.0,545.0,4.0,45.0
RAU,KYLE,C,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHANSEN,RYAN,C,92,330.0,300.0,75.0,119.0,136.0,107.0,113.0,104.0,6.0,281.0,295.0,0.0,35.0,69.0,121.0,110.0,98.0,100.0,102.0,0.0,260.0,277.0,2.0,21.0
LANDESKOG,GABRIEL,L,92,31.0,25.0,0.0,7.0,24.0,9.0,8.0,14.0,0.0,17.0,19.0,3.0,9.0,4.0,3.0,18.0,7.0,9.0,9.0,0.0,18.0,18.0,3.0,4.0
FRANZEN,JOHAN,C,93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ZIBANEJAD,MIKA,C,93,659.0,647.0,187.0,210.0,262.0,205.0,229.0,214.0,11.0,514.0,553.0,47.0,59.0,191.0,200.0,256.0,227.0,205.0,202.0,13.0,497.0,533.0,61.0,53.0
NUGENT-HOPKINS,RYAN,C,93,369.0,454.0,79.0,162.0,128.0,111.0,114.0,135.0,9.0,286.0,307.0,11.0,51.0,118.0,168.0,168.0,161.0,162.0,124.0,7.0,376.0,405.0,7.0,42.0
BENNETT,SAM,C,93,160.0,187.0,44.0,67.0,49.0,64.0,44.0,52.0,0.0,148.0,150.0,1.0,9.0,49.0,68.0,70.0,57.0,69.0,61.0,0.0,175.0,176.0,2.0,9.0
GOMEZ,SCOTT,C,93,70.0,89.0,11.0,28.0,31.0,23.0,29.0,17.0,1.0,57.0,62.0,0.0,8.0,14.0,33.0,42.0,29.0,33.0,26.0,1.0,78.0,79.0,0.0,10.0
YANDLE,KEITH,D,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VORACEK,JAKUB,R,93,3.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
ETEM,EMERSON,R,96,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
RANTANEN,MIKKO,R,96,13.0,11.0,5.0,4.0,4.0,3.0,4.0,6.0,0.0,13.0,13.0,0.0,0.0,1.0,6.0,4.0,3.0,2.0,6.0,0.0,11.0,11.0,0.0,0.0
MCDAVID,CONNOR,C,97,249.0,355.0,76.0,91.0,82.0,91.0,69.0,85.0,4.0,227.0,236.0,5.0,8.0,96.0,128.0,131.0,124.0,116.0,111.0,4.0,328.0,344.0,5.0,6.0
